User,Retweet Degree,Reply Degree,Retweet Community,Reply Community,Multi Retweet In Degree,Multi Retweet Out Degree,Multi Retweet Degree,Multi Reply In Degree,Multi Reply Out Degree,Multi Reply Degree
663,99,93,0,0,174,0,174,257,0,257
734,99,17,0,1,267,203,470,78,60,138
949,99,261,2,2,682,512,1194,878,213,1091
1512,99,68,2,1,62,507,569,76,227,303
1655,99,18,2,1,8,308,316,1,22,23
2573,99,212,2,1,27,466,493,26,1029,1055
2678,99,27,0,0,58,678,736,82,113,195
2755,99,27,0,1,115,178,293,111,144,255
2782,99,99,0,0,187,295,482,66,258,324
2802,99,53,0,1,614,286,900,206,248,454
2929,99,10,0,0,67,542,609,21,29,50
3040,99,19,0,1,246,486,732,86,110,196
3070,99,68,2,1,355,868,1223,90,139,229
3125,99,33,2,1,91,348,439,59,92,151
3214,99,24,2,1,196,660,856,135,124,259
3322,99,23,0,0,221,95,316,52,28,80
245,98,30,1,0,148,185,333,30,28,58
543,98,35,0,1,179,158,337,287,225,512
560,98,91,1,1,85,374,459,61,150,211
710,98,5,0,0,64,271,335,5,6,11
941,98,31,0,0,239,219,458,123,121,244
1184,98,37,0,0,46,193,239,203,187,390
1527,98,23,0,1,649,560,1209,74,90,164
1624,98,218,2,1,5,235,240,38,802,840
1986,98,17,0,0,622,208,830,78,53,131
2201,98,16,2,1,218,330,548,327,317,644
2667,98,18,0,0,1137,313,1450,690,673,1363
2717,98,11,0,1,102,179,281,14,0,14
2977,98,58,0,1,122,219,341,385,404,789
3341,98,40,0,0,259,266,525,13,40,53
3783,98,38,0,0,304,55,359,25,52,77
3818,98,45,0,1,113,174,287,283,457,740
3992,98,50,0,1,186,127,313,326,311,637
668,97,11,0,1,0,167,167,8,21,29
1557,97,109,2,1,44,223,267,72,238,310
1840,97,33,0,1,150,457,607,106,178,284
1849,97,99,0,0,106,120,226,326,469,795
1987,97,35,0,0,101,268,369,83,149,232
2003,97,14,0,1,169,131,300,518,520,1038
3092,97,29,0,0,134,0,134,38,0,38
3953,97,21,0,0,50,553,603,25,123,148
215,96,373,1,0,154,16,170,1912,87,1999
782,96,98,2,1,244,200,444,198,217,415
970,96,28,0,0,139,11,150,386,365,751
1133,96,302,2,1,67,113,180,127,946,1073
1160,96,25,0,0,32,201,233,451,468,919
1823,96,24,0,1,469,478,947,99,77,176
2019,96,182,2,1,246,50,296,288,853,1141
2765,96,8,0,0,146,521,667,46,65,111
2967,96,27,0,1,175,348,523,192,183,375
3044,96,41,0,1,49,194,243,44,104,148
3246,96,110,0,0,161,106,267,638,621,1259
3323,96,12,0,0,42,277,319,46,59,105
3408,96,26,2,1,1,389,390,12,53,65
3529,96,88,2,1,201,229,430,113,136,249
3890,96,76,0,1,73,356,429,43,259,302
959,95,28,0,0,44,300,344,97,102,199
1104,95,37,0,1,184,8,192,108,47,155
1882,95,8,0,1,286,66,352,22,11,33
2273,95,38,2,1,30,522,552,86,236,322
2492,95,15,0,1,551,703,1254,13,25,38
2691,95,208,2,1,31,184,215,115,687,802
3046,95,13,0,1,15,192,207,177,186,363
3104,95,20,0,0,32,324,356,5,41,46
3586,95,26,0,1,76,413,489,53,104,157
3809,95,31,0,0,60,331,391,13,37,50
3995,95,38,2,1,184,220,404,336,325,661
218,94,74,1,0,1,142,143,19,159,178
1755,94,30,0,1,132,185,317,427,461,888
2181,94,15,0,0,151,499,650,34,59,93
2596,94,39,0,1,109,192,301,150,130,280
2699,94,12,0,1,8,192,200,188,215,403
2747,94,9,0,0,66,218,284,69,69,138
3720,94,23,0,0,28,413,441,55,105,160
3779,94,12,2,1,21,251,272,11,22,33
554,93,97,2,1,130,179,309,226,123,349
674,93,46,2,1,170,116,286,63,56,119
764,93,13,0,0,83,185,268,24,19,43
1023,93,44,0,0,13,154,167,201,304,505
1342,93,23,0,0,35,148,183,100,126,226
1664,93,53,0,1,112,148,260,40,63,103
1980,93,17,0,1,4,277,281,12,37,49
2084,93,18,1,0,556,141,697,148,136,284
2230,93,12,0,0,353,1012,1365,36,22,58
2264,93,5,0,1,187,30,217,210,209,419
2757,93,288,1,0,118,165,283,570,1069,1639
2768,93,23,0,0,355,17,372,66,73,139
3340,93,199,2,1,35,322,357,193,516,709
3475,93,20,0,0,7,216,223,2,25,27
3557,93,10,0,2,217,180,397,61,52,113
3598,93,88,1,0,2,142,144,3,170,173
3772,93,19,0,0,6,173,179,493,515,1008
3826,93,134,0,0,161,29,190,497,800,1297
3940,93,39,0,1,51,180,231,137,189,326
304,92,34,0,0,13,104,117,14,52,66
475,92,63,2,1,1272,921,2193,171,185,356
511,92,95,1,2,122,42,164,273,308,581
772,92,25,0,0,76,295,371,35,76,111
1749,92,63,1,0,134,0,134,76,0,76
2034,92,370,1,2,159,28,187,157,1443,1600
2136,92,150,2,1,0,203,203,1,441,442
2416,92,14,0,1,14,220,234,306,325,631
3268,92,18,2,1,310,1917,2227,156,165,321
3613,92,70,0,1,68,172,240,113,244,357
3721,92,55,0,0,110,299,409,188,305,493
4023,92,7,0,1,282,106,388,18,12,30
536,91,66,0,1,129,255,384,92,153,245
576,91,10,0,0,686,263,949,94,84,178
1339,91,32,0,0,86,405,491,67,93,160
2138,91,20,0,0,44,427,471,24,58,82
2355,91,435,1,2,56,52,108,88,1697,1785
2447,91,83,0,0,304,267,571,368,475,843
2525,91,59,0,0,38,185,223,96,221,317
2551,91,18,0,1,0,250,250,242,346,588
2819,91,17,0,0,69,194,263,32,36,68
3000,91,36,0,1,302,421,723,385,420,805
3941,91,45,0,1,114,116,230,491,457,948
693,90,39,0,1,48,196,244,252,307,559
1213,90,16,0,1,16,228,244,158,177,335
1484,90,172,1,0,3,128,131,26,525,551
1853,90,20,0,1,423,342,765,328,301,629
2054,90,7,0,0,59,201,260,104,107,211
2587,90,9,2,1,140,560,700,26,1,27
2590,90,193,2,1,136,40,176,289,653,942
3244,90,1,0,0,75,277,352,1,2,3
1053,89,89,2,0,225,262,487,202,227,429
1348,89,10,0,0,96,137,233,11,23,34
1703,89,22,0,1,7,354,361,196,219,415
1902,89,53,2,1,412,98,510,111,47,158
1917,89,48,0,0,41,138,179,37,132,169
2035,89,5,0,0,346,0,346,5,0,5
2149,89,35,0,0,56,157,213,208,277,485
2294,89,224,1,1,22,78,100,85,457,542
2507,89,56,0,0,132,84,216,1092,1194,2286
2627,89,38,0,1,379,409,788,694,510,1204
2674,89,41,0,0,227,196,423,104,83,187
2874,89,14,0,0,20,182,202,697,703,1400
3127,89,206,2,1,6,355,361,10,1019,1029
3232,89,7,0,1,194,0,194,8,0,8
3453,89,59,0,0,37,225,262,168,287,455
3898,89,24,0,1,67,134,201,103,64,167
3973,89,220,2,1,241,23,264,437,498,935
627,88,52,0,1,65,203,268,189,190,379
1065,88,97,1,0,2,114,116,3,256,259
1314,88,8,0,0,37,182,219,65,66,131
2027,88,12,2,1,502,499,1001,23,0,23
2407,88,63,0,1,180,99,279,349,525,874
3203,88,63,0,1,38,217,255,139,291,430
124,87,105,2,1,167,185,352,293,442,735
998,87,19,0,1,144,146,290,149,137,286
2086,87,30,0,0,44,203,247,46,95,141
2189,87,6,0,1,128,363,491,99,92,191
2253,87,32,0,0,303,545,848,33,64,97
2521,87,35,0,0,28,147,175,281,344,625
2942,87,38,2,1,16,218,234,420,468,888
3350,87,18,1,0,139,0,139,32,0,32
3497,87,18,0,0,52,252,304,154,194,348
411,86,179,2,1,157,78,235,193,790,983
759,86,72,0,0,169,59,228,373,267,640
1172,86,94,0,0,154,115,269,367,611,978
1212,86,15,0,1,1,165,166,7,55,62
1676,86,61,1,0,24,138,162,71,179,250
1821,86,43,0,1,75,308,383,41,130,171
1845,86,68,2,1,433,61,494,545,97,642
2760,86,48,0,1,98,59,157,71,19,90
2822,86,73,0,0,31,118,149,87,188,275
3151,86,43,2,1,516,257,773,105,40,145
3930,86,46,0,1,51,125,176,37,130,167
222,85,4,0,1,21,244,265,0,5,5
873,85,18,0,1,467,177,644,368,393,761
1076,85,73,1,0,108,0,108,104,0,104
1097,85,49,2,1,240,44,284,265,169,434
1142,85,44,0,0,475,347,822,556,566,1122
1546,85,67,0,1,132,59,191,491,527,1018
1701,85,12,0,0,721,573,1294,24,58,82
2427,85,189,2,1,51,86,137,178,530,708
2482,85,21,0,1,69,228,297,146,176,322
2491,85,18,0,1,334,787,1121,7,45,52
2593,85,7,0,1,58,76,134,219,217,436
2789,85,5,0,1,15,320,335,159,163,322
2868,85,27,0,1,140,385,525,80,103,183
3042,85,5,0,1,145,8,153,41,33,74
3142,85,19,2,1,627,521,1148,63,43,106
3265,85,97,2,1,2,214,216,44,305,349
3386,85,12,0,1,36,397,433,129,151,280
3457,85,37,0,1,61,137,198,568,572,1140
3603,85,31,2,1,362,218,580,60,19,79
3767,85,7,0,1,8,370,378,70,86,156
3998,85,58,2,1,217,38,255,153,64,217
592,84,151,2,1,30,129,159,65,602,667
812,84,3,0,0,171,0,171,3,0,3
1187,84,24,0,0,24,228,252,4,45,49
1990,84,12,0,1,77,442,519,58,65,123
2377,84,36,2,1,289,131,420,70,27,97
2390,84,79,2,1,594,501,1095,111,318,429
2471,84,14,0,1,142,111,253,165,162,327
2479,84,43,0,0,19,120,139,108,194,302
2583,84,29,0,0,21,621,642,9,113,122
2870,84,29,0,0,10,125,135,354,390,744
3039,84,19,0,1,56,398,454,278,313,591
3309,84,32,0,0,10,171,181,5,62,67
3971,84,88,0,1,38,177,215,192,419,611
243,83,140,1,2,55,89,144,139,303,442
920,83,130,2,1,325,16,341,350,487,837
921,83,210,2,1,129,20,149,237,573,810
1612,83,101,0,0,232,36,268,2296,2340,4636
2043,83,54,0,1,389,151,540,670,597,1267
2474,83,25,0,1,49,146,195,179,174,353
2733,83,26,2,1,7,946,953,2,76,78
3121,83,31,2,1,191,294,485,194,146,340
3190,83,12,0,0,46,208,254,49,48,97
3524,83,60,0,0,160,162,322,543,570,1113
3813,83,16,0,0,112,58,170,23,30,53
925,82,5,0,1,135,27,162,1646,1640,3286
1181,82,166,0,0,5,167,172,114,762,876
1277,82,23,0,1,104,120,224,70,68,138
1347,82,24,0,0,24,183,207,80,114,194
1564,82,30,0,0,409,300,709,157,27,184
1679,82,82,0,0,32,147,179,162,322,484
1868,82,234,2,2,70,133,203,512,114,626
1913,82,33,0,1,37,210,247,806,823,1629
2075,82,124,2,1,180,0,180,202,212,414
2227,82,36,0,1,126,73,199,855,853,1708
3513,82,13,0,1,156,184,340,17,16,33
3544,82,63,0,1,94,187,281,339,445,784
3569,82,37,2,1,0,219,219,5,67,72
3683,82,34,0,0,139,102,241,249,263,512
3757,82,113,2,1,17,184,201,131,697,828
3804,82,172,2,1,18,257,275,426,1011,1437
3819,82,34,0,0,49,111,160,259,274,533
3910,82,75,0,0,37,189,226,595,684,1279
774,81,71,0,1,106,113,219,230,227,457
1002,81,25,2,1,221,199,420,50,1,51
1183,81,8,0,1,105,0,105,8,0,8
1285,81,22,0,0,130,25,155,42,28,70
1383,81,301,1,2,14,123,137,9,836,845
1714,81,152,2,1,39,291,330,69,521,590
1757,81,43,0,1,222,269,491,767,806,1573
2228,81,7,0,0,371,333,704,13,5,18
2477,81,23,2,1,80,485,565,24,5,29
2684,81,19,0,0,116,58,174,72,74,146
2771,81,340,0,0,458,95,553,92,1817,1909
2825,81,19,0,1,16,181,197,6,31,37
3324,81,13,0,0,118,439,557,60,70,130
3642,81,127,1,0,4,141,145,27,286,313
3875,81,12,0,1,138,157,295,191,184,375
4019,81,92,2,1,366,0,366,248,0,248
322,80,38,2,1,624,776,1400,461,490,951
635,80,48,2,1,562,0,562,155,0,155
1052,80,57,2,1,361,0,361,208,0,208
1843,80,11,0,0,379,352,731,28,25,53
1918,80,46,1,0,180,0,180,114,0,114
2026,80,66,2,1,219,135,354,96,166,262
2284,80,63,0,1,92,89,181,221,367,588
2299,80,6,0,0,1834,1495,3329,14,8,22
2343,80,163,2,1,20,212,232,229,436,665
2961,80,21,0,1,124,0,124,25,0,25
3002,80,55,0,0,18,106,124,483,474,957
3014,80,13,0,1,65,96,161,4,14,18
3251,80,22,0,1,160,36,196,231,209,440
3728,80,10,0,0,110,70,180,44,45,89
817,79,1,0,0,2,135,137,16,19,35
1004,79,12,0,1,130,209,339,613,600,1213
1445,79,28,2,1,232,91,323,61,14,75
2007,79,26,2,1,240,167,407,1095,1142,2237
2093,79,12,0,0,37,372,409,22,40,62
2312,79,29,0,1,138,115,253,167,120,287
2385,79,26,0,0,267,284,551,150,173,323
2495,79,18,2,1,40,318,358,8,27,35
2650,79,142,1,2,150,206,356,326,829,1155
2995,79,13,0,1,342,684,1026,179,245,424
3237,79,4,0,0,56,212,268,27,30,57
3407,79,47,0,0,138,21,159,150,97,247
3602,79,24,0,0,143,116,259,92,84,176
3980,79,95,0,0,83,128,211,169,266,435
399,78,10,0,0,158,137,295,407,392,799
837,78,14,0,0,357,250,607,607,567,1174
1590,78,17,1,0,81,3,84,19,1,20
1690,78,106,0,0,128,155,283,584,798,1382
1800,78,30,2,1,134,59,193,207,171,378
1965,78,24,0,1,67,87,154,185,171,356
1973,78,45,0,1,77,145,222,158,195,353
2053,78,28,2,1,316,699,1015,17,43,60
2232,78,19,0,1,173,0,173,25,0,25
2442,78,9,0,0,93,405,498,12,22,34
3067,78,168,0,1,4,123,127,212,885,1097
3355,78,9,0,1,180,82,262,12,3,15
3789,78,5,0,1,200,248,448,35,31,66
3868,78,87,2,1,341,33,374,445,484,929
22,77,50,0,0,87,56,143,123,110,233
689,77,40,0,1,72,338,410,101,191,292
934,77,48,2,1,1491,1168,2659,627,426,1053
1455,77,38,0,0,178,0,178,71,0,71
1525,77,64,0,1,48,117,165,375,434,809
2041,77,33,0,1,442,246,688,573,566,1139
2282,77,18,0,1,284,159,443,39,54,93
2410,77,18,0,1,147,222,369,152,140,292
2519,77,13,0,1,177,166,343,28,38,66
2710,77,470,1,0,36,74,110,34,1590,1624
3313,77,324,1,2,126,8,134,216,1393,1609
3654,77,68,1,0,93,46,139,68,143,211
3820,77,2,0,1,131,3,134,64,62,126
3948,77,8,0,1,32,409,441,3,11,14
1537,76,13,0,2,34,143,177,109,186,295
1943,76,16,0,1,525,0,525,60,44,104
2391,76,5,2,1,59,450,509,52,47,99
2532,76,18,0,1,416,417,833,130,133,263
2586,76,41,0,1,99,165,264,1196,1271,2467
2970,76,37,0,0,117,128,245,40,71,111
2982,76,19,0,1,42,188,230,156,149,305
3269,76,46,0,0,53,77,130,17,72,89
3412,76,20,0,1,145,40,185,237,162,399
3773,76,76,0,0,213,239,452,563,676,1239
3895,76,141,1,2,56,58,114,33,242,275
3916,76,110,0,0,155,38,193,833,372,1205
273,75,48,0,0,2,104,106,9,79,88
474,75,26,0,0,70,90,160,22,32,54
1506,75,125,1,0,6,149,155,17,744,761
1791,75,55,0,0,130,27,157,174,152,326
1795,75,2,0,0,6,115,121,39,41,80
1851,75,20,0,1,0,282,282,44,69,113
1942,75,11,0,1,171,237,408,334,330,664
1957,75,101,0,1,266,0,266,368,0,368
1998,75,19,2,1,93,84,177,27,0,27
2039,75,10,0,1,3,250,253,167,179,346
2063,75,39,0,1,103,16,119,224,171,395
2191,75,13,0,1,46,629,675,68,70,138
2642,75,3,0,0,59,171,230,131,132,263
3049,75,2,2,1,11,567,578,2,2,4
3281,75,16,0,0,21,144,165,27,46,73
3295,75,23,0,1,88,85,173,17,21,38
3384,75,47,2,1,221,210,431,217,128,345
3504,75,9,0,0,85,195,280,58,64,122
3567,75,90,2,1,196,110,306,191,33,224
3703,75,13,0,1,10,387,397,40,74,114
3985,75,17,0,0,431,75,506,165,148,313
384,74,52,0,1,0,201,201,20,158,178
978,74,17,0,0,138,0,138,19,0,19
1095,74,36,0,0,39,246,285,226,309,535
1418,74,74,0,0,117,88,205,265,337,602
1617,74,23,1,0,275,0,275,28,0,28
1948,74,40,1,2,86,0,86,48,0,48
1982,74,12,0,0,96,153,249,20,2,22
2214,74,9,0,1,10,130,140,5,13,18
2703,74,90,2,1,494,70,564,439,285,724
2714,74,19,0,1,46,390,436,166,204,370
3076,74,50,2,1,1,470,471,5,154,159
3110,74,131,2,1,8,244,252,113,586,699
3267,74,146,1,1,16,123,139,152,576,728
3577,74,87,0,0,136,39,175,611,827,1438
3946,74,30,0,1,103,0,103,67,0,67
1312,73,24,0,1,69,57,126,378,357,735
1661,73,26,0,0,199,40,239,24,79,103
1744,73,43,2,1,3,706,709,8,252,260
1881,73,28,1,0,87,0,87,47,0,47
2148,73,6,0,1,88,53,141,7,0,7
2190,73,237,2,1,230,6,236,509,1262,1771
2713,73,15,0,0,251,0,251,23,0,23
2853,73,32,0,1,242,45,287,891,858,1749
3674,73,8,0,0,111,184,295,57,55,112
586,72,5,0,0,46,421,467,9,9,18
955,72,20,0,0,252,76,328,22,6,28
1309,72,237,2,1,22,100,122,29,977,1006
2192,72,4,0,1,169,367,536,5,7,12
2360,72,1,0,1,11,314,325,0,1,1
2404,72,6,0,0,89,707,796,66,78,144
2692,72,22,0,1,117,51,168,70,47,117
3013,72,30,0,1,74,98,172,33,68,101
3164,72,26,0,1,165,6,171,548,496,1044
3680,72,11,0,0,241,451,692,29,20,49
4031,72,11,0,1,263,394,657,7,22,29
730,71,45,0,0,56,112,168,180,206,386
966,71,20,0,0,356,0,356,67,0,67
1394,71,2,0,1,135,0,135,2,0,2
1780,71,10,0,0,72,114,186,13,11,24
2045,71,15,0,0,15,176,191,5,24,29
2401,71,226,1,0,32,109,141,92,573,665
2843,71,9,0,1,294,444,738,9,95,104
3068,71,26,0,1,87,107,194,306,428,734
3233,71,70,0,1,1,253,254,21,205,226
3867,71,56,1,0,2,141,143,0,110,110
3939,71,17,0,1,70,147,217,216,228,444
3990,71,4,0,1,24,347,371,17,12,29
4005,71,5,0,1,63,409,472,12,13,25
4068,71,51,2,1,40,124,164,115,191,306
531,70,42,2,1,455,0,455,96,0,96
1247,70,20,0,0,58,102,160,596,590,1186
2609,70,12,0,0,187,379,566,97,107,204
2708,70,7,0,1,59,168,227,44,44,88
2960,70,13,0,0,108,137,245,93,110,203
3065,70,49,0,0,100,36,136,81,49,130
3106,70,17,0,1,41,93,134,129,131,260
3366,70,70,2,1,242,141,383,644,633,1277
3532,70,15,0,0,107,10,117,16,4,20
3561,70,35,0,1,44,582,626,79,247,326
3863,70,72,0,1,630,253,883,198,188,386
581,69,39,0,1,591,132,723,378,205,583
727,69,10,0,0,13,127,140,112,124,236
1220,69,7,0,1,245,263,508,61,53,114
1660,69,23,0,0,144,0,144,41,0,41
1736,69,83,1,1,3,86,89,8,167,175
2022,69,16,0,1,38,219,257,102,122,224
2242,69,8,0,1,177,297,474,131,140,271
2244,69,12,0,1,219,219,438,23,51,74
2270,69,6,0,1,89,15,104,342,337,679
2452,69,61,0,1,13,367,380,14,154,168
2513,69,21,2,1,196,442,638,19,18,37
2798,69,12,0,1,118,164,282,307,305,612
2865,69,1,2,1,236,1090,1326,1,0,1
3273,69,26,0,0,247,0,247,33,0,33
3660,69,279,1,2,22,92,114,101,1075,1176
3672,69,26,0,0,34,86,120,88,119,207
3685,69,16,0,1,60,160,220,134,152,286
3714,69,24,0,0,129,345,474,135,141,276
3750,69,32,0,0,79,700,779,127,136,263
3801,69,32,0,1,110,169,279,505,561,1066
867,68,70,1,2,80,0,80,85,0,85
923,68,17,0,1,26,105,131,88,102,190
1136,68,6,0,1,59,138,197,0,6,6
1163,68,92,0,1,28,107,135,162,227,389
1719,68,52,2,1,182,23,205,221,116,337
1808,68,99,0,2,150,71,221,125,28,153
2555,68,61,2,1,118,51,169,449,17,466
2888,68,88,0,0,104,28,132,468,445,913
2901,68,10,0,1,26,304,330,47,52,99
2906,68,25,0,1,0,174,174,6,64,70
2936,68,40,0,1,103,37,140,1039,988,2027
3317,68,4,0,1,58,160,218,146,147,293
3846,68,11,0,0,488,578,1066,130,134,264
4055,68,28,0,1,57,110,167,78,127,205
326,67,26,0,1,17,284,301,18,61,79
783,67,21,2,1,17,181,198,53,60,113
891,67,20,2,1,180,100,280,29,4,33
1139,67,69,2,1,109,21,130,94,44,138
1248,67,92,0,0,209,106,315,286,142,428
1574,67,28,0,1,169,706,875,27,109,136
1643,67,18,0,0,47,66,113,41,41,82
1649,67,3,0,0,86,189,275,5,8,13
1834,67,12,0,1,87,0,87,31,17,48
1967,67,42,2,1,109,2,111,155,78,233
2060,67,178,2,1,177,70,247,127,663,790
2062,67,22,0,1,52,74,126,341,346,687
2322,67,36,0,1,396,240,636,57,90,147
2354,67,43,0,0,93,72,165,335,236,571
2542,67,19,0,0,100,136,236,41,57,98
2662,67,21,0,0,7,162,169,28,136,164
2712,67,60,0,1,72,68,140,112,102,214
3126,67,46,2,1,230,1,231,43,16,59
3501,67,11,2,1,41,532,573,7,9,16
3580,67,21,0,0,128,92,220,76,90,166
3722,67,39,2,1,58,271,329,11,56,67
3835,67,74,0,1,96,78,174,344,329,673
1814,66,17,2,1,52,137,189,24,5,29
2015,66,18,0,1,87,77,164,25,24,49
2108,66,17,0,1,144,84,228,335,358,693
2378,66,39,2,1,97,145,242,841,853,1694
2522,66,184,2,1,8,335,343,120,603,723
2527,66,24,2,1,175,110,285,346,328,674
2679,66,12,0,1,24,210,234,95,112,207
2761,66,20,2,1,236,743,979,20,27,47
2773,66,197,2,1,69,64,133,210,1284,1494
3103,66,10,0,1,413,49,462,38,33,71
3291,66,71,2,1,2,242,244,58,257,315
3306,66,2,0,1,5,128,133,0,2,2
3747,66,362,1,1,63,19,82,86,1960,2046
3979,66,93,2,1,423,2,425,721,424,1145
691,65,9,0,1,99,77,176,247,235,482
713,65,91,0,0,65,54,119,527,529,1056
975,65,38,1,2,81,0,81,41,0,41
1393,65,376,1,2,45,45,90,166,1624,1790
1938,65,58,0,0,371,85,456,578,597,1175
2252,65,14,0,0,47,147,194,21,25,46
2721,65,4,0,2,30,157,187,17,27,44
2855,65,12,0,1,563,362,925,792,794,1586
3810,65,17,0,1,56,86,142,105,85,190
664,64,16,1,0,10,85,95,6,27,33
908,64,11,0,1,10,130,140,488,496,984
1241,64,50,0,1,39,69,108,88,33,121
1432,64,48,2,1,25,165,190,152,197,349
1524,64,29,0,0,31,203,234,248,285,533
1713,64,28,1,0,88,0,88,39,0,39
2038,64,75,0,0,54,220,274,158,154,312
2606,64,6,0,0,32,225,257,10,8,18
2800,64,20,0,1,67,82,149,774,793,1567
2862,64,72,0,1,8,113,121,270,440,710
2863,64,14,0,1,71,87,158,346,340,686
2946,64,21,0,1,134,115,249,414,468,882
3238,64,37,0,1,119,109,228,163,212,375
3473,64,14,2,1,30,145,175,34,44,78
3508,64,59,1,0,117,80,197,58,98,156
2146,63,115,2,1,23,175,198,37,425,462
2168,63,131,0,0,44,29,73,391,77,468
2882,63,39,2,0,77,372,449,13,64,77
3761,63,7,0,1,9,251,260,131,146,277
3785,63,26,0,0,49,56,105,119,135,254
3982,63,17,0,1,130,275,405,32,69,101
4062,63,49,2,1,95,469,564,133,59,192
652,62,13,0,1,1277,913,2190,203,193,396
653,62,16,2,1,1072,1376,2448,14,45,59
760,62,13,0,1,266,45,311,191,176,367
1164,62,86,0,0,60,72,132,112,244,356
1276,62,27,0,0,2,107,109,12,53,65
1856,62,9,0,0,114,0,114,12,0,12
2114,62,36,0,1,211,137,348,464,416,880
2445,62,7,0,1,65,108,173,84,81,165
2504,62,13,0,0,42,159,201,5,25,30
2547,62,69,2,1,8,227,235,57,203,260
2937,62,9,0,1,675,383,1058,19,12,31
2984,62,21,0,0,83,159,242,43,49,92
2985,62,26,0,1,159,288,447,37,40,77
3362,62,2,0,0,329,175,504,2,0,2
3413,62,445,1,2,11,62,73,42,1644,1686
3527,62,50,0,0,32,97,129,43,98,141
1192,61,38,0,1,92,24,116,367,414,781
1199,61,21,0,0,75,0,75,50,0,50
2024,61,13,0,1,56,361,417,9,21,30
2077,61,10,0,1,69,28,97,236,238,474
2095,61,53,1,2,93,118,211,95,96,191
2318,61,28,2,1,356,411,767,47,27,74
2365,61,16,2,1,232,212,444,116,98,214
2881,61,46,0,1,137,332,469,165,312,477
3563,61,7,0,1,281,12,293,14,6,20
3840,61,37,2,1,1,244,245,4,93,97
4013,61,14,0,1,60,122,182,19,26,45
1818,60,36,0,0,57,11,68,112,119,231
1861,60,55,2,1,221,43,264,63,76,139
2046,60,42,0,0,53,253,306,62,119,181
2052,60,172,2,1,121,110,231,145,649,794
2325,60,7,0,1,606,543,1149,25,20,45
2418,60,32,0,0,63,17,80,422,478,900
2487,60,7,0,1,120,181,301,27,26,53
2857,60,12,0,1,122,349,471,64,71,135
3143,60,7,0,0,76,204,280,47,51,98
3856,60,54,0,1,70,92,162,763,780,1543
3921,60,408,1,0,101,0,101,149,1273,1422
3970,60,5,0,1,9,87,96,89,95,184
862,59,155,0,0,49,76,125,284,115,399
1440,59,14,0,1,3,66,69,9,34,43
1552,59,61,0,0,58,77,135,14,91,105
1559,59,28,2,1,631,338,969,294,234,528
1922,59,166,2,1,42,129,171,16,584,600
2286,59,30,0,1,200,161,361,251,292,543
2367,59,3,0,0,10,144,154,6,7,13
2510,59,15,0,0,79,40,119,89,63,152
2846,59,34,2,1,98,280,378,451,351,802
2943,59,32,2,1,141,3,144,38,67,105
2999,59,28,0,1,43,88,131,485,486,971
3097,59,40,0,0,33,75,108,66,22,88
3153,59,20,2,1,21,89,110,146,141,287
3294,59,60,0,0,31,94,125,214,181,395
3454,59,23,0,1,50,89,139,186,237,423
3488,59,29,1,0,3,96,99,121,175,296
3526,59,16,0,0,54,41,95,21,22,43
3600,59,215,2,1,163,21,184,254,730,984
3811,59,1,0,1,14,200,214,0,1,1
3830,59,14,0,0,114,189,303,26,33,59
3884,59,48,0,1,27,182,209,66,208,274
3903,59,5,0,1,179,367,546,7,3,10
889,58,3,0,1,53,56,109,35,32,67
1140,58,7,0,0,2,101,103,4,14,18
1783,58,9,0,0,11,82,93,2,12,14
1838,58,38,2,1,253,0,253,183,0,183
2200,58,17,2,1,178,184,362,1542,1546,3088
2440,58,10,2,1,5,304,309,6,55,61
2566,58,9,0,0,201,280,481,3,13,16
2577,58,15,0,0,254,104,358,37,35,72
2814,58,3,0,0,34,641,675,1,3,4
2919,58,187,1,1,55,30,85,363,946,1309
3311,58,29,0,1,176,264,440,77,169,246
3847,58,5,0,0,30,255,285,20,21,41
180,57,35,1,0,1,77,78,2,42,44
642,57,27,1,2,67,0,67,30,0,30
1413,57,28,0,1,186,42,228,277,300,577
1498,57,3,0,1,111,82,193,9,6,15
2271,57,296,2,0,58,26,84,272,980,1252
2497,57,33,0,1,111,57,168,131,151,282
2616,57,9,0,1,77,0,77,143,115,258
2873,57,71,0,1,94,73,167,689,567,1256
2891,57,8,2,1,123,0,123,11,0,11
3016,57,8,0,0,215,148,363,9,1,10
3256,57,11,0,0,59,148,207,128,144,272
3358,57,22,0,0,6,71,77,2,30,32
3491,57,2,0,1,2,132,134,53,55,108
3709,57,63,0,0,29,66,95,134,163,297
807,56,6,0,1,0,87,87,311,367,678
887,56,17,2,1,987,777,1764,31,6,37
1014,56,22,0,0,35,73,108,230,245,475
2236,56,48,1,2,73,0,73,75,0,75
2277,56,141,0,0,33,90,123,830,1406,2236
2301,56,4,0,1,99,74,173,17,11,28
2310,56,18,0,1,3,332,335,2,99,101
2400,56,20,0,1,105,57,162,851,847,1698
2607,56,14,0,0,578,111,689,37,28,65
2820,56,13,0,0,63,45,108,11,8,19
3242,56,38,0,0,29,125,154,137,180,317
3490,56,279,1,1,6,68,74,15,839,854
3904,56,8,0,1,98,49,147,82,83,165
3981,56,12,0,0,243,349,592,101,115,216
4021,56,9,0,0,30,179,209,65,60,125
1323,55,6,2,1,48,550,598,60,44,104
1577,55,9,0,1,3,345,348,26,33,59
