User,Retweet Degree,Reply Degree,Retweet Community,Reply Community
1481,224,98,1,0
1554,224,98,1,0
1665,224,40,0,1
2224,224,71,0,0
2388,224,23,0,1
179,223,289,2,1
2040,223,47,0,1
2938,223,188,0,1
3359,223,61,0,0
4053,223,108,1,2
495,222,36,0,0
747,222,300,1,2
1517,222,84,2,1
1669,222,46,0,0
2037,222,84,0,1
2458,222,38,0,0
2657,222,54,1,0
3314,222,275,0,0
3345,222,124,1,0
3858,222,76,0,0
364,221,19,0,0
624,221,129,0,1
1078,221,50,1,2
1777,221,29,1,0
1914,221,152,0,1
2031,221,100,0,1
2347,221,52,0,0
145,220,92,1,2
964,220,114,0,0
3519,220,320,1,2
3667,220,90,0,0
229,219,128,2,1
395,219,369,2,1
797,219,122,1,0
1993,219,149,0,0
2076,219,54,2,1
2770,219,26,0,0
551,218,65,0,0
3458,218,80,0,0
41,217,458,2,1
420,217,120,2,1
539,217,43,0,0
553,217,204,2,1
1036,217,26,1,0
1042,217,137,1,0
1208,217,78,0,0
1388,217,73,0,0
3052,217,37,0,1
3855,217,242,1,2
313,216,208,2,1
826,216,40,0,0
1793,216,210,2,1
3436,216,117,0,0
125,215,303,2,1
246,215,210,2,1
667,215,104,1,2
1316,215,85,1,0
2698,215,33,0,0
3056,215,82,0,1
3257,215,62,0,0
483,214,130,2,1
547,214,30,0,0
1790,214,54,0,0
2372,214,214,1,0
3918,214,47,0,0
508,213,137,2,1
729,213,140,0,0
899,213,28,1,1
913,213,72,2,1
1196,213,83,0,0
1758,213,120,2,1
1968,213,107,0,1
2511,213,83,0,1
1996,212,34,0,0
2370,212,3,0,0
2533,212,15,0,1
3158,212,99,1,2
137,211,129,0,0
231,211,63,0,0
1271,211,207,1,2
1662,211,142,2,1
3640,211,213,0,0
92,210,166,0,0
408,210,48,0,0
430,210,484,1,2
564,210,29,0,0
655,210,253,0,0
830,210,183,0,0
881,210,34,0,0
3319,210,21,0,0
3353,210,150,2,1
414,209,79,1,0
501,209,217,1,0
1190,209,287,1,2
1274,209,79,0,0
3020,209,54,0,0
3576,209,9,0,1
216,208,59,0,0
480,208,115,2,1
951,208,92,0,0
2064,208,32,0,0
3432,208,60,1,2
1035,207,2,0,2
1060,207,53,0,0
1908,207,3,0,0
2813,207,55,1,2
3823,207,39,0,0
3922,207,81,0,0
935,206,29,0,0
1717,206,35,0,1
1805,206,337,1,2
3776,206,38,0,0
240,205,47,0,1
346,205,359,2,1
476,205,109,2,1
1650,205,76,1,1
3218,205,37,0,0
3697,205,241,2,2
440,204,95,2,1
1543,204,32,1,2
3327,204,49,0,0
3707,204,84,0,0
849,203,25,0,0
860,203,108,0,0
1344,203,114,2,0
1580,203,83,0,0
1847,203,79,0,0
3082,203,67,0,0
3272,203,141,1,0
857,202,44,0,0
1778,202,45,0,1
1864,202,38,0,0
3285,202,95,2,1
3439,202,68,1,0
3445,202,246,0,0
3466,202,22,0,1
3583,202,293,1,2
392,201,120,0,1
1904,201,171,2,0
2000,201,236,1,0
2556,201,71,0,1
3950,201,114,2,1
579,200,66,0,1
1760,200,135,2,1
2980,200,165,0,0
3027,200,285,1,0
3391,200,85,0,0
3426,200,36,0,1
2005,199,94,0,0
3022,199,67,0,1
840,198,95,0,0
1458,198,79,0,0
3850,198,148,2,1
534,197,138,0,2
1345,197,62,0,0
1428,197,126,0,0
1776,197,35,1,2
2231,197,30,0,1
2503,197,205,1,2
3690,197,48,0,0
834,196,181,2,1
1331,196,269,2,1
1390,196,109,1,2
2302,196,7,0,1
2429,196,94,2,1
2788,196,26,0,0
208,195,113,0,1
498,195,229,2,1
799,195,153,1,2
1064,195,213,0,0
1486,195,209,1,0
1729,195,177,2,1
2238,195,60,0,0
2718,195,17,0,0
3217,195,52,0,1
3226,195,16,0,0
3744,195,178,1,2
2111,194,64,1,0
3081,194,105,0,0
3210,194,105,1,2
742,193,96,1,2
1657,193,52,0,0
1774,193,115,2,1
1313,192,41,0,0
1447,192,81,0,1
1600,192,25,0,1
2579,192,27,0,0
2659,192,168,2,1
2958,192,17,0,0
2981,192,92,0,1
3354,192,144,2,1
3759,192,153,0,0
3831,192,136,2,1
883,191,39,0,0
1310,191,116,0,0
1358,191,97,0,0
2892,191,23,0,1
3135,191,60,0,0
188,190,63,0,0
603,190,136,0,0
1511,190,320,1,0
1796,190,98,2,1
2591,190,108,0,0
2926,190,15,0,0
789,189,238,2,1
1186,189,100,0,0
1411,189,16,0,0
1584,189,28,0,0
2368,189,82,1,2
3735,189,100,0,0
3878,189,26,0,1
3896,189,6,2,1
237,188,165,2,1
241,188,239,2,1
260,188,167,2,1
1177,188,24,0,1
1712,188,64,0,1
2520,188,30,0,0
3128,188,154,0,0
3296,188,43,0,1
3754,188,30,0,0
343,187,105,2,1
696,187,160,2,1
895,187,57,0,0
952,187,74,2,1
2122,187,30,0,0
2540,187,23,0,0
2602,187,32,0,0
3671,187,126,0,0
3699,187,149,2,1
647,186,123,0,0
968,186,164,0,0
1972,186,82,0,1
3430,186,235,1,2
3606,186,41,0,0
1075,185,56,1,2
1443,185,134,2,1
1453,185,67,0,0
2292,185,31,2,0
2611,185,131,2,1
3986,185,31,0,0
4034,185,86,2,1
763,184,55,1,0
814,184,500,0,0
866,184,287,0,0
1952,184,228,2,1
3284,184,39,0,0
3605,184,322,1,2
876,183,55,2,1
877,183,52,0,1
1295,183,281,0,1
1466,183,262,0,0
2490,183,82,0,1
321,182,136,2,1
477,182,295,2,1
561,182,77,2,1
1025,182,108,0,0
1033,182,140,2,1
1556,182,41,0,1
1608,182,113,0,0
2079,182,46,0,1
2369,182,74,0,0
38,181,52,0,0
262,181,84,0,1
281,181,36,0,0
528,181,152,2,1
720,181,102,0,0
1022,181,38,0,0
1206,181,81,0,0
1621,181,76,1,0
1794,181,90,0,0
2057,181,24,0,1
2159,181,135,0,1
2300,181,18,0,1
3399,181,138,2,1
84,180,70,0,0
226,180,133,0,0
690,180,35,0,1
2220,180,96,2,1
3004,180,75,0,0
3059,180,68,0,0
74,179,52,0,0
434,179,239,2,1
617,179,136,0,1
708,179,46,0,1
1013,179,261,1,0
1307,179,139,0,0
3422,179,24,0,1
1555,178,176,2,0
1695,178,123,1,0
1761,178,67,0,0
2049,178,185,1,0
3178,178,166,0,0
3704,178,274,1,2
337,177,358,1,0
960,177,408,1,2
1386,177,80,2,1
1480,177,45,0,0
1591,177,112,2,1
1770,177,32,0,0
2837,177,8,0,0
4070,177,72,0,0
568,176,57,0,1
898,176,90,0,0
1610,176,39,0,1
2217,176,176,2,1
2265,176,30,0,1
2305,176,141,0,2
2775,176,13,0,1
2890,176,19,0,1
3899,176,52,2,1
660,175,102,2,1
736,175,156,2,1
954,175,140,0,0
1204,175,79,0,0
1592,175,102,1,1
1673,175,128,0,0
2690,175,70,2,1
3165,175,24,0,0
3655,175,353,1,1
116,174,101,0,0
1252,174,91,1,0
1287,174,287,1,0
2012,174,582,2,2
3206,174,42,2,1
1414,173,247,1,0
2431,173,436,2,1
2641,173,41,0,0
3379,173,159,1,0
3817,173,22,0,0
3954,173,161,2,1
4038,173,102,1,2
688,172,104,1,0
707,172,162,2,1
757,172,20,0,1
1508,172,24,0,0
1725,172,174,2,1
2070,172,390,1,2
2281,172,5,0,0
2957,172,232,1,0
3610,172,126,0,0
1343,171,111,0,0
1483,171,193,2,1
2380,171,52,0,1
2493,171,9,0,1
2653,171,50,0,0
2685,171,50,0,0
2839,171,73,0,0
345,170,142,0,0
1137,170,124,0,0
1425,170,136,0,0
1841,170,125,2,1
2778,170,290,1,0
3083,170,228,2,1
3477,170,60,0,0
372,169,246,2,0
451,169,70,0,1
529,169,179,2,1
537,169,171,0,0
1050,169,82,0,1
1105,169,132,1,2
1275,169,83,1,0
2730,169,88,1,1
3364,169,204,2,1
3400,169,24,0,1
1772,168,16,0,0
2205,168,63,2,1
2975,168,106,1,1
563,167,53,0,1
983,167,80,0,0
1270,167,107,0,1
1402,167,53,1,0
2453,167,15,0,1
2666,167,265,2,1
3328,167,57,0,0
294,166,120,2,1
714,166,149,2,1
878,166,201,2,1
1367,166,223,1,0
2144,166,91,1,2
2581,166,34,0,0
2786,166,37,0,0
3546,166,71,1,2
194,165,93,2,1
2697,165,72,0,0
2821,165,169,0,0
3537,165,91,2,1
374,164,313,1,0
1020,164,466,1,2
1303,164,101,0,1
1619,164,47,0,0
2123,164,50,0,1
60,163,117,0,0
945,163,266,2,1
1322,163,133,0,0
1829,163,60,1,2
1953,163,30,0,0
2422,163,33,0,1
2656,163,181,2,1
3108,163,27,0,0
111,162,38,0,0
340,162,46,0,0
1027,162,90,0,0
1062,162,74,0,0
1626,162,134,0,0
1932,162,50,0,0
2408,162,36,0,1
2973,162,25,0,1
3701,162,13,1,2
449,161,156,2,1
681,161,122,2,1
1320,161,55,0,1
1935,161,24,2,1
2841,161,10,0,1
3176,161,53,0,0
3525,161,33,0,0
249,160,105,0,0
275,160,171,1,0
504,160,39,0,1
805,160,421,1,2
947,160,60,0,0
1898,160,191,2,1
2103,160,20,0,1
2643,160,96,2,1
4014,160,145,2,1
478,159,251,1,2
1198,159,37,0,1
1735,159,15,0,0
1999,159,62,2,1
2245,159,127,0,0
3136,159,9,0,1
3303,159,16,0,0
602,158,346,1,1
702,158,125,2,1
1110,158,48,0,1
1219,158,184,0,0
1365,158,203,2,1
2472,158,38,0,0
2539,158,15,0,1
2612,158,67,2,1
83,157,52,0,0
285,157,40,0,0
625,157,168,0,0
672,157,250,1,0
825,157,75,0,0
1289,157,16,0,1
2279,157,104,1,1
3051,157,62,0,1
3144,157,51,0,0
549,156,13,0,1
1117,156,228,0,0
1745,156,238,2,1
2314,156,156,2,1
2809,156,70,0,1
2987,156,96,0,0
3031,156,5,0,0
3297,156,213,2,1
3388,156,108,0,0
3489,156,81,0,0
3594,156,53,0,0
3612,156,12,0,1
459,155,28,0,0
1229,155,19,0,0
1792,155,100,0,0
2396,155,54,2,1
2414,155,95,2,1
2512,155,36,0,0
2646,155,416,1,2
2700,155,29,0,0
3301,155,36,0,0
3848,155,17,0,0
3882,155,43,0,1
493,154,209,2,1
1789,154,7,0,0
2001,154,77,2,1
2107,154,96,1,1
2518,154,10,0,1
3966,154,70,0,1
191,153,21,0,0
1249,153,100,0,0
1747,153,258,0,0
1748,153,107,2,1
3247,153,87,2,1
3780,153,159,2,1
3894,153,56,0,0
182,152,106,2,1
383,152,12,0,0
439,152,66,0,1
454,152,72,1,0
1055,152,24,0,0
1093,152,78,0,0
2051,152,97,2,1
2446,152,223,2,1
3018,152,28,0,0
3088,152,16,0,1
3154,152,47,0,1
3245,152,203,0,0
3624,152,145,2,1
1112,151,135,0,0
1391,151,106,2,1
1613,151,24,0,0
2553,151,30,0,1
2922,151,36,1,2
3908,151,20,0,0
596,150,233,2,1
718,150,8,0,1
1125,150,44,0,1
1694,150,48,2,1
1916,150,20,0,0
1988,150,60,2,1
2059,150,45,2,1
2124,150,99,0,0
833,149,64,0,0
1625,149,71,0,1
1766,149,127,0,0
1835,149,75,0,0
3071,149,132,2,1
3113,149,152,1,2
3270,149,20,0,1
3342,149,117,0,0
161,148,54,0,0
394,148,332,1,0
1194,148,151,0,0
1514,148,29,0,0
1615,148,136,1,0
1759,148,20,0,0
2023,148,50,0,0
2866,148,74,2,1
3361,148,46,0,1
3638,148,148,0,0
3997,148,38,0,1
765,147,20,0,0
1098,147,36,0,0
1325,147,96,2,1
1430,147,35,0,1
2541,147,95,2,1
3093,147,96,0,0
3308,147,141,1,1
3604,147,22,0,1
3629,147,66,0,0
3793,147,52,0,0
500,146,54,0,0
839,146,137,2,2
1991,146,59,0,1
2330,146,17,0,0
130,145,22,0,1
200,145,40,1,0
1490,145,41,0,1
1587,145,55,1,0
2676,145,76,0,0
2889,145,99,0,1
3956,145,25,0,1
519,144,9,0,1
542,144,15,0,1
909,144,37,0,0
1008,144,64,0,1
1169,144,52,2,1
2091,144,12,0,0
2285,144,254,1,1
2411,144,5,0,1
3003,144,83,0,1
3012,144,86,2,1
3041,144,19,0,1
3132,144,104,1,2
433,143,158,2,1
458,143,20,2,1
614,143,113,1,2
1875,143,20,0,0
2066,143,62,0,1
2538,143,33,2,1
2823,143,84,1,2
3021,143,92,2,1
3182,143,65,0,1
3913,143,249,0,0
666,142,189,1,0
1416,142,65,0,0
1656,142,50,0,0
1867,142,91,0,0
1970,142,52,0,0
2290,142,24,0,0
2395,142,135,0,0
4063,142,345,1,2
2055,141,27,0,0
2194,141,47,0,1
2687,141,16,0,0
3170,141,61,0,1
3194,141,37,0,0
73,140,59,0,0
902,140,73,0,1
1009,140,96,0,0
1011,140,100,0,1
1191,140,59,0,0
1376,140,341,1,2
1485,140,12,0,1
1530,140,230,2,1
1892,140,4,0,1
1977,140,13,0,0
2489,140,22,0,0
2784,140,100,0,0
3172,140,27,0,1
3348,140,26,0,0
3833,140,206,2,1
4069,140,38,0,0
801,139,6,0,0
1259,139,49,0,1
1699,139,301,1,2
1705,139,19,0,1
1951,139,79,2,1
3196,139,204,1,0
491,138,59,0,1
1920,138,336,2,1
2105,138,40,0,0
2289,138,46,0,1
2439,138,72,2,1
2560,138,48,0,1
3559,138,78,0,1
4056,138,33,0,1
619,137,69,0,1
2102,137,134,2,1
2741,137,224,2,1
3137,137,268,2,1
3349,137,83,1,0
3385,137,59,0,1
4028,137,224,2,1
331,136,98,2,1
745,136,48,0,0
962,136,45,0,0
1360,136,23,0,0
1806,136,88,0,0
2304,136,52,0,1
2438,136,99,2,1
2469,136,85,2,1
1936,135,37,0,1
2603,135,44,0,0
2732,135,82,0,1
2974,135,42,0,1
669,134,78,0,1
725,134,102,2,1
740,134,33,0,0
904,134,56,0,0
1551,134,76,1,0
1937,134,14,0,1
2561,134,34,0,1
2783,134,14,2,1
3073,134,32,0,0
3564,134,15,0,0
3782,134,145,0,0
3917,134,285,1,2
64,133,47,1,2
1159,133,98,1,0
1327,133,123,2,1
1750,133,26,0,0
1869,133,7,0,0
2457,133,41,2,1
2683,133,150,2,1
3185,133,45,0,1
3280,133,60,1,2
3357,133,72,0,1
3370,133,85,0,0
3936,133,17,0,1
224,132,123,1,2
316,132,81,2,1
341,132,191,2,1
479,132,182,2,0
1392,132,4,0,2
1862,132,57,0,1
2738,132,93,0,1
3276,132,34,0,1
3416,132,407,1,2
3661,132,341,1,2
656,131,19,0,0
1195,131,87,2,1
1227,131,99,1,0
1256,131,46,0,0
1505,131,171,2,1
1604,131,296,2,1
3055,131,47,2,1
3652,131,24,0,0
3837,131,70,1,0
3851,131,271,1,0
1405,130,32,0,1
1775,130,62,0,0
1872,130,37,0,0
3189,130,9,0,0
3584,130,78,1,2
99,129,17,0,0
1477,129,142,0,0
1548,129,19,0,0
1571,129,17,2,1
1597,129,62,2,1
1909,129,57,0,0
2564,129,29,0,1
3010,129,5,0,0
3140,129,26,0,0
3402,129,101,0,1
3571,129,49,0,1
3949,129,60,0,0
45,128,64,0,0
52,128,16,0,0
358,128,58,2,1
422,128,134,2,1
1311,128,29,0,1
1474,128,31,2,1
2357,128,205,1,0
2462,128,25,0,1
2808,128,30,0,0
3274,128,25,0,0
3293,128,70,2,1
3356,128,168,2,1
3972,128,10,0,1
205,127,10,0,0
438,127,245,2,1
1201,127,47,0,0
1706,127,48,0,1
2129,127,176,2,1
2647,127,83,0,0
2724,127,27,0,1
2729,127,29,0,0
3415,127,30,0,0
3669,127,103,2,1
3814,127,110,0,1
3843,127,23,0,0
3977,127,24,0,1
726,126,119,0,0
1298,126,194,0,0
2097,126,59,2,1
2167,126,35,0,1
3799,126,73,2,2
3859,126,19,0,0
3996,126,43,0,1
1054,125,378,1,0
1321,125,40,0,0
1361,125,15,0,0
1487,125,171,2,0
1670,125,7,0,1
1901,125,81,0,0
1929,125,113,0,0
2074,125,31,2,1
2104,125,57,0,1
2437,125,100,1,2
3197,125,43,2,0
3305,125,463,1,0
3596,125,35,1,0
330,124,132,2,1
1341,124,86,0,0
1824,124,35,0,0
1954,124,36,0,0
1985,124,30,2,1
2399,124,136,0,1
2972,124,54,2,1
3130,124,94,2,1
3512,124,56,0,0
3521,124,5,0,1
3765,124,365,0,0
3969,124,8,0,0
973,123,33,0,1
1450,123,9,0,1
2830,123,17,0,1
3091,123,80,0,1
3224,123,43,0,1
3641,123,10,0,1
65,122,288,2,1
940,122,49,1,0
1091,122,18,0,0
1563,122,317,2,1
1634,122,71,1,1
1663,122,100,0,0
2638,122,20,0,1
2887,122,375,1,2
3649,122,71,0,0
2434,121,45,0,1
2615,121,55,0,0
790,120,61,2,1
2155,120,20,0,0
2617,120,59,2,1
2626,120,68,0,1
2856,120,11,0,1
2878,120,75,1,0
3023,120,17,0,0
3404,120,49,0,1
654,119,52,2,1
963,119,10,0,0
1541,119,34,0,1
1995,119,84,2,1
2796,119,20,0,1
3114,119,19,0,0
3148,119,52,0,1
3989,119,20,0,0
140,118,131,2,1
390,118,2,0,2
1069,118,265,1,0
1123,118,45,0,1
1434,118,52,2,1
1598,118,44,0,0
2256,118,66,0,1
2421,118,88,2,1
2601,118,12,0,1
3562,118,21,0,1
4060,118,115,0,0
850,117,140,0,0
869,117,56,0,2
1318,117,178,0,0
1678,117,143,1,0
2629,117,244,2,1
3259,117,235,0,0
3352,117,39,2,1
3871,117,156,2,1
3934,117,56,0,0
4059,117,18,0,1
412,116,131,0,0
523,116,125,2,1
803,116,101,1,1
1197,116,66,0,0
1519,116,7,0,1
1578,116,16,0,0
1733,116,51,0,0
2158,116,17,0,0
2845,116,40,0,1
2908,116,12,0,1
3742,116,2,2,1
488,115,97,2,1
851,115,56,0,0
1003,115,38,0,1
1283,115,23,0,0
1586,115,49,0,0
1602,115,20,0,0
2424,115,126,2,1
2486,115,16,0,0
2516,115,54,0,0
2669,115,59,0,1
3150,115,88,2,1
3334,115,94,0,1
3633,115,163,1,2
3860,115,30,0,0
1539,114,231,2,1
1832,114,26,0,1
1940,114,19,0,1
2274,114,98,2,1
2313,114,12,0,1
2831,114,54,2,1
3169,114,6,0,1
3248,114,32,0,0
3435,114,36,0,0
3438,114,11,0,1
3482,114,61,1,0
4029,114,33,0,0
650,113,125,2,1
1001,113,27,0,0
1377,113,39,0,1
2317,113,65,2,1
3441,113,68,0,1
189,112,137,2,1
342,112,54,1,2
777,112,22,0,0
1707,112,261,2,1
2221,112,18,0,1
2745,112,157,0,0
2851,112,37,0,1
3712,112,42,0,0
1448,111,46,2,1
2225,111,8,0,1
2498,111,15,0,1
2597,111,68,0,1
2651,111,15,2,1
3607,111,197,1,1
3626,111,155,1,2
3827,111,25,0,1
616,110,51,2,1
1306,110,129,2,1
1826,110,6,0,2
1833,110,70,2,1
1874,110,64,0,0
2239,110,36,0,1
2567,110,27,0,0
3026,110,39,0,1
3064,110,71,0,1
3264,110,269,1,0
3326,110,4,0,0
3698,110,25,0,1
4006,110,63,2,1
86,109,51,0,0
773,109,213,2,1
944,109,62,0,0
1221,109,45,0,1
1644,109,39,0,1
1753,109,32,0,1
1773,109,199,2,1
1919,109,23,0,0
2018,109,150,1,0
2257,109,62,0,0
3734,109,45,0,1
3751,109,15,0,0
2,108,36,0,0
1396,108,33,0,0
1687,108,73,0,0
2061,108,59,0,1
2375,108,315,1,2
2393,108,40,0,0
2483,108,49,0,1
2506,108,53,0,1
2639,108,56,2,1
2815,108,43,0,1
3008,108,26,2,1
3173,108,6,0,0
3234,108,38,0,1
381,107,139,0,0
470,107,25,2,1
886,107,64,2,1
948,107,186,1,0
1224,107,20,0,1
1288,107,130,0,0
1784,107,19,0,1
2599,107,63,0,1
2654,107,6,0,1
2997,107,8,0,1
3043,107,176,2,1
3395,107,32,0,1
3587,107,81,0,0
3740,107,32,0,0
3845,107,10,0,0
4043,107,45,2,1
230,106,106,2,1
806,106,10,0,1
890,106,54,2,1
1100,106,12,0,0
1203,106,143,1,2
1211,106,76,0,0
1570,106,81,0,1
2036,106,25,0,1
2338,106,63,0,0
2441,106,23,0,0
2742,106,67,0,1
2913,106,10,1,0
3448,106,22,1,2
3815,106,17,0,0
4050,106,10,0,0
147,105,96,0,0
584,105,30,0,0
626,105,36,1,0
1047,105,27,0,0
1202,105,24,0,0
1837,105,253,2,1
2017,105,103,1,0
2635,105,13,0,0
2640,105,11,0,1
2746,105,1,0,1
3275,105,109,2,1
3684,105,324,2,1
3852,105,24,0,0
447,104,15,0,1
1359,104,63,0,0
1599,104,9,0,0
1734,104,35,1,0
1978,104,58,2,1
2394,104,60,0,1
2423,104,80,2,1
2461,104,17,0,1
3298,104,39,2,1
3842,104,21,0,1
105,103,41,1,0
611,103,122,0,0
900,103,104,2,1
2278,103,252,2,1
2283,103,51,1,1
2614,103,11,0,0
2748,103,217,1,0
2824,103,13,0,1
3204,103,5,0,1
3380,103,1,0,0
3428,103,90,0,1
3702,103,50,0,1
897,102,145,0,0
1501,102,67,0,0
1781,102,22,2,1
2139,102,20,2,1
3289,102,23,0,0
3528,102,103,2,1
3944,102,33,0,0
4011,102,25,0,1
903,101,37,0,1
1825,101,143,2,1
2467,101,8,2,1
2968,101,69,0,1
3421,101,3,0,1
410,100,109,2,1
567,100,15,0,0
628,100,41,0,1
682,100,88,2,2
715,100,131,0,1
1019,100,90,2,1
1397,100,91,0,0
1482,100,15,0,1
1720,100,55,2,1
1907,100,10,0,0
2229,100,38,0,0
2633,100,5,0,0
2777,100,42,0,1
2986,100,295,1,0
2993,100,165,0,0
3784,100,144,2,1
3841,100,220,2,1
3885,100,33,1,2
3924,100,170,1,2
351,99,105,2,1
593,99,42,0,1
663,99,93,0,0
734,99,17,0,1
949,99,261,2,2
1512,99,68,2,1
1655,99,18,2,1
2573,99,212,2,1
2678,99,27,0,0
2755,99,27,0,1
2782,99,99,0,0
2802,99,53,0,1
2929,99,10,0,0
3040,99,19,0,1
3070,99,68,2,1
3125,99,33,2,1
3214,99,24,2,1
3322,99,23,0,0
245,98,30,1,0
543,98,35,0,1
560,98,91,1,1
710,98,5,0,0
941,98,31,0,0
1184,98,37,0,0
1527,98,23,0,1
1624,98,218,2,1
1986,98,17,0,0
2201,98,16,2,1
2667,98,18,0,0
2717,98,11,0,1
2977,98,58,0,1
3341,98,40,0,0
3783,98,38,0,0
3818,98,45,0,1
3992,98,50,0,1
668,97,11,0,1
1557,97,109,2,1
1840,97,33,0,1
1849,97,99,0,0
1987,97,35,0,0
2003,97,14,0,1
3092,97,29,0,0
3953,97,21,0,0
215,96,373,1,0
782,96,98,2,1
970,96,28,0,0
1133,96,302,2,1
1160,96,25,0,0
1823,96,24,0,1
2019,96,182,2,1
2765,96,8,0,0
2967,96,27,0,1
3044,96,41,0,1
3246,96,110,0,0
3323,96,12,0,0
3408,96,26,2,1
3529,96,88,2,1
3890,96,76,0,1
959,95,28,0,0
1104,95,37,0,1
1882,95,8,0,1
2273,95,38,2,1
2492,95,15,0,1
2691,95,208,2,1
3046,95,13,0,1
3104,95,20,0,0
3586,95,26,0,1
3809,95,31,0,0
3995,95,38,2,1
218,94,74,1,0
1755,94,30,0,1
2181,94,15,0,0
2596,94,39,0,1
2699,94,12,0,1
2747,94,9,0,0
3720,94,23,0,0
3779,94,12,2,1
554,93,97,2,1
674,93,46,2,1
764,93,13,0,0
1023,93,44,0,0
1342,93,23,0,0
1664,93,53,0,1
1980,93,17,0,1
2084,93,18,1,0
2230,93,12,0,0
2264,93,5,0,1
2757,93,288,1,0
2768,93,23,0,0
3340,93,199,2,1
3475,93,20,0,0
3557,93,10,0,2
3598,93,88,1,0
3772,93,19,0,0
3826,93,134,0,0
3940,93,39,0,1
304,92,34,0,0
475,92,63,2,1
511,92,95,1,2
772,92,25,0,0
1749,92,63,1,0
2034,92,370,1,2
2136,92,150,2,1
2416,92,14,0,1
3268,92,18,2,1
3613,92,70,0,1
3721,92,55,0,0
4023,92,7,0,1
536,91,66,0,1
576,91,10,0,0
1339,91,32,0,0
2138,91,20,0,0
2355,91,435,1,2
2447,91,83,0,0
2525,91,59,0,0
2551,91,18,0,1
2819,91,17,0,0
3000,91,36,0,1
3941,91,45,0,1
693,90,39,0,1
1213,90,16,0,1
1484,90,172,1,0
1853,90,20,0,1
2054,90,7,0,0
2587,90,9,2,1
2590,90,193,2,1
3244,90,1,0,0
1053,89,89,2,0
1348,89,10,0,0
1703,89,22,0,1
1902,89,53,2,1
1917,89,48,0,0
2035,89,5,0,0
2149,89,35,0,0
2294,89,224,1,1
2507,89,56,0,0
2627,89,38,0,1
2674,89,41,0,0
2874,89,14,0,0
3127,89,206,2,1
3232,89,7,0,1
3453,89,59,0,0
3898,89,24,0,1
3973,89,220,2,1
627,88,52,0,1
1065,88,97,1,0
1314,88,8,0,0
2027,88,12,2,1
2407,88,63,0,1
3203,88,63,0,1
124,87,105,2,1
998,87,19,0,1
2086,87,30,0,0
2189,87,6,0,1
2253,87,32,0,0
2521,87,35,0,0
2942,87,38,2,1
3350,87,18,1,0
3497,87,18,0,0
411,86,179,2,1
759,86,72,0,0
1172,86,94,0,0
1212,86,15,0,1
1676,86,61,1,0
1821,86,43,0,1
1845,86,68,2,1
2760,86,48,0,1
2822,86,73,0,0
3151,86,43,2,1
3930,86,46,0,1
222,85,4,0,1
873,85,18,0,1
1076,85,73,1,0
1097,85,49,2,1
1142,85,44,0,0
1546,85,67,0,1
1701,85,12,0,0
2427,85,189,2,1
2482,85,21,0,1
2491,85,18,0,1
2593,85,7,0,1
2789,85,5,0,1
2868,85,27,0,1
3042,85,5,0,1
3142,85,19,2,1
3265,85,97,2,1
3386,85,12,0,1
3457,85,37,0,1
3603,85,31,2,1
3767,85,7,0,1
3998,85,58,2,1
592,84,151,2,1
812,84,3,0,0
1187,84,24,0,0
1990,84,12,0,1
2377,84,36,2,1
2390,84,79,2,1
2471,84,14,0,1
2479,84,43,0,0
2583,84,29,0,0
2870,84,29,0,0
3039,84,19,0,1
3309,84,32,0,0
3971,84,88,0,1
243,83,140,1,2
920,83,130,2,1
921,83,210,2,1
1612,83,101,0,0
2043,83,54,0,1
2474,83,25,0,1
2733,83,26,2,1
3121,83,31,2,1
3190,83,12,0,0
3524,83,60,0,0
3813,83,16,0,0
925,82,5,0,1
1181,82,166,0,0
1277,82,23,0,1
1347,82,24,0,0
1564,82,30,0,0
1679,82,82,0,0
1868,82,234,2,2
1913,82,33,0,1
2075,82,124,2,1
2227,82,36,0,1
3513,82,13,0,1
3544,82,63,0,1
3569,82,37,2,1
3683,82,34,0,0
3757,82,113,2,1
3804,82,172,2,1
3819,82,34,0,0
3910,82,75,0,0
774,81,71,0,1
1002,81,25,2,1
1183,81,8,0,1
1285,81,22,0,0
1383,81,301,1,2
1714,81,152,2,1
1757,81,43,0,1
2228,81,7,0,0
2477,81,23,2,1
2684,81,19,0,0
2771,81,340,0,0
2825,81,19,0,1
3324,81,13,0,0
3642,81,127,1,0
3875,81,12,0,1
4019,81,92,2,1
322,80,38,2,1
635,80,48,2,1
1052,80,57,2,1
1843,80,11,0,0
1918,80,46,1,0
2026,80,66,2,1
2284,80,63,0,1
2299,80,6,0,0
2343,80,163,2,1
2961,80,21,0,1
3002,80,55,0,0
3014,80,13,0,1
3251,80,22,0,1
3728,80,10,0,0
817,79,1,0,0
1004,79,12,0,1
1445,79,28,2,1
2007,79,26,2,1
2093,79,12,0,0
2312,79,29,0,1
2385,79,26,0,0
2495,79,18,2,1
2650,79,142,1,2
2995,79,13,0,1
3237,79,4,0,0
3407,79,47,0,0
3602,79,24,0,0
3980,79,95,0,0
399,78,10,0,0
837,78,14,0,0
1590,78,17,1,0
1690,78,106,0,0
1800,78,30,2,1
1965,78,24,0,1
1973,78,45,0,1
2053,78,28,2,1
2232,78,19,0,1
2442,78,9,0,0
3067,78,168,0,1
3355,78,9,0,1
3789,78,5,0,1
3868,78,87,2,1
22,77,50,0,0
